business_name,business_address,business_city,business_state,business_postal_code,inspection_date,inspection_score,violation_description,risk_category
KAMEKYO,943 COLE St,San Francisco,CA,94117,7/20/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
Saigon Deli Express,50 Drumm St,San Francisco,CA,94111,8/8/16 0:00,93,High risk food holding temperature,High Risk
Pacific Puffs,2201 Union St,San Francisco,CA,94123,9/14/16 0:00,92,Low risk vermin infestation,Low Risk
The Plant Cafe Organic,Pier 3  Suite 108,San Francisco,CA,94111,12/21/16 0:00,70,High risk vermin infestation,High Risk
Zantes Pizza,3489 MISSION St,San Francisco,CA,94110,3/30/16 0:00,96,Unapproved or unmaintained equipment or utensils,Low Risk
Aicha,1303 Polk St,San Francisco,CA,94109,10/21/16 0:00,85,High risk vermin infestation,High Risk
The Little Chihuahua,292 Divisadero St,San Francisco,CA,94117,3/9/16 0:00,,,
Fresh & Natural 75 LLC,1300 EVANS Ave,San Francisco,CA,94124,7/13/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
Henry's Convenience Store,111 Sutter St,San Francisco,CA,94104,4/26/16 0:00,91,High risk food holding temperature,High Risk
Farmers Market & Produce,986 Polk St,San Francisco,CA,94109,9/23/16 0:00,88,Inadequate and inaccessible handwashing facilities,Moderate Risk
Hong's Kitchen,3917 Noriega St,San Francisco,CA,94122,8/9/16 0:00,67,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Cafe Seventy 8,78 29th St,San Francisco,CA,94110,3/30/16 0:00,88,Moderate risk food holding temperature,Moderate Risk
Philz Coffee,748 Van Ness Ave,San Francisco,CA,94102,6/10/16 0:00,90,Improper food storage,Low Risk
Delise,327 Bay St,San Francisco,CA,94133,9/22/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Crepe Temptations,2575 Judah St,San Francisco,CA,94122,6/20/16 0:00,90,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Cane Rosso,1 Ferry Building  #41,San Francisco,CA,94111,1/21/16 0:00,100,,
Sushi Raw #2,4435 MISSION St,San Francisco,CA,94112,6/29/16 0:00,80,Unclean or degraded floors walls or ceilings,Low Risk
Showdogs,1020 Market St,San Francisco,CA,94102,8/1/16 0:00,83,High risk food holding temperature,High Risk
Treasure Island Bar & Grill,60 Clipper Cove Way Treasure Island,San Francisco,CA,94130,12/14/16 0:00,87,,
Taqueria Castillo B,10 Mason St,San Francisco,CA,94102,8/19/16 0:00,,,
Taqueria Castillo B,86 McAllister St,San Francisco,CA,94102,5/23/16 0:00,66,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Whole Foods Market,3950 24TH St,San Francisco,CA,94114,1/26/16 0:00,,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Mendelsohn House,737 FOLSOM St,San Francisco,CA,94107,9/16/16 0:00,,,
Castro Coffee Company,0427 CASTRO St,San Francisco,CA,94114,11/22/16 0:00,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Mikaku Restaurant,323 Grant Ave,San Francisco,CA,94108,6/8/16 0:00,,,
Dong Baek Korean Restaurant,631 O'Farrell St,San Francisco,CA,94109,1/26/16 0:00,86,Unapproved or unmaintained equipment or utensils,Low Risk
Clay Oven Indian Restaurant,385 WEST PORTAL Ave,San Francisco,CA,94127,6/23/16 0:00,94,Improper storage use or identification of toxic substances,Low Risk
Ninki Sushi Bar & Restaurant,1439 TARAVAL St,San Francisco,CA,94116,5/11/16 0:00,86,Improper thawing methods,Moderate Risk
Manzoni,2790 Diamond St,San Francisco,CA,94131,9/29/16 0:00,92,Food safety certificate or food handler card not available,Low Risk
Annie's Hot Dogs & Pretzels,"Golden Gate Park, Music Concourse",San Francisco,CA,,6/24/16 0:00,96,Improper food storage,Low Risk
Annie's Hot Dogs & Pretzels,"Golden Gate Park, JFK Dr.@Conservatory of Flowers",San Francisco,CA,,6/24/16 0:00,100,,
Annie's Hot Dogs & Pretzels,"Golden Gate Park, JFK Dr.@8th Ave",San Francisco,CA,,7/1/16 0:00,96,Insufficient hot water or running water,Moderate Risk
Annie's Hot Dogs & Pretzels,"Golden Gate Park, Carousel Snack Bar",San Francisco,CA,,11/3/16 0:00,94,Moderate risk food holding temperature,Moderate Risk
Farm Fresh Underground,1650 Holloway Ave LC,San Francisco,CA,94132,5/18/16 0:00,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Salama Halal Meat,604 Geary St,San Francisco,CA,94102,3/10/16 0:00,100,,
Nizario's Pizza No 4,279 Columbus St,San Francisco,CA,94133,9/20/16 0:00,92,Moderate risk vermin infestation,Moderate Risk
Sheffield Convalescent Hospital,1133 South Van Ness Ave,San Francisco,CA,94110,1/7/16 0:00,,Inadequate and inaccessible handwashing facilities,Moderate Risk
Phillies,932 GENEVA Ave,San Francisco,CA,94112,8/3/16 0:00,92,Foods not protected from contamination,Moderate Risk
East & West Gourmet Food,270 Noe St,San Francisco,CA,94114,6/15/16 0:00,100,,
East & West Gourmet Food,3251 20th Ave,San Francisco,CA,94132,10/9/16 0:00,100,,
East & West Gourmet Food,50 Post St,San Francisco,CA,94104,10/27/16 0:00,100,,
360 Gourmet Burrito,50 Post St #59-60,San Francisco,CA,94104,12/22/16 0:00,90,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Papa John's Pizza,69 Cambon Dr,San Francisco,CA,94132,8/16/16 0:00,86,Food safety certificate or food handler card not available,Low Risk
Home Maid Ravioli Co Inc,1310 09th Ave,San Francisco,CA,94122,7/10/16 0:00,100,,
Home Maid Ravioli Co Inc,270 Noe St,San Francisco,CA,94114,6/15/16 0:00,100,,
"Home Maid Ravioli Co., Inc.",1700 O'Farrell @ Fillmore,San Francisco,CA,94115,6/25/16 0:00,100,,
Macy's Mixed Greens,170 O'Farrell St Basement,San Francisco,CA,94102,11/7/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
Sightglass Roasters,270 07th St,San Francisco,CA,94103,7/22/16 0:00,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Parkside Tavern,1940 TARAVAL St,San Francisco,CA,94116,10/3/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
BISOU,2367 Market St,San Francisco,CA,94114,1/12/16 0:00,,,
Liberty Market,5851 GEARY Blvd,San Francisco,CA,94121,8/26/16 0:00,100,,
Coffee Bean and Tea Leaf,4 Embarcadero Center  #SL9,San Francisco,CA,94111,4/18/16 0:00,100,,
Trace Restaurant,181 3rd St 1/F,San Francisco,CA,94103,8/16/16 0:00,85,Inadequate and inaccessible handwashing facilities,Moderate Risk
XYZ Bar,181 03rd St 2/F,San Francisco,CA,94103,8/16/16 0:00,92,Inadequate and inaccessible handwashing facilities,Moderate Risk
W Cafe,181 03rd St 3/F,San Francisco,CA,94103,8/16/16 0:00,92,Improper thawing methods,Moderate Risk
Pi Bar,1432 Valencia St,San Francisco,CA,94110,5/23/16 0:00,,,
Cafe Me,500 Washington St #102,San Francisco,CA,94111,4/26/16 0:00,100,,
Patxi's Chicago Pizza,3318 Fillmore St,San Francisco,CA,94123,5/10/16 0:00,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Mayes,1233 Polk St,San Francisco,CA,94109,10/19/16 0:00,83,Improper or defective plumbing,Low Risk
Nubi Yogurt,1511 Sloat Blvd,San Francisco,CA,94132,5/5/16 0:00,100,,
Fraiche Yogurt,1910 Fillmore St,San Francisco,CA,94115,9/13/16 0:00,,,
W San Francisco Hotel,181 03rd St,San Francisco,CA,94103,8/16/16 0:00,85,Inadequate and inaccessible handwashing facilities,Moderate Risk
Quince Restaurant,470 Pacific Ave,San Francisco,CA,94133,8/5/16 0:00,100,,
Pupuseria El Golazo,785 Moscow St,San Francisco,CA,94112,9/3/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
Town School For Boys,2750 JACKSON St,San Francisco,CA,94115,10/26/16 0:00,,,
Fat Angel,1740 O' Farrell St,San Francisco,CA,94115,6/24/16 0:00,92,Moderate risk vermin infestation,Moderate Risk
EATS,50 CLEMENT St,San Francisco,CA,94118,11/1/16 0:00,,,
East Park Kiosk,Pier 39,San Francisco,CA,94133,6/28/16 0:00,96,Improper food storage,Low Risk
Cups and Cakes,451 09th St,San Francisco,CA,94103,1/27/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
Lou's Cafe,5017 Geary Blvd,San Francisco,CA,94118,7/25/16 0:00,81,Improper food storage,Low Risk
Jade Garden,3608 BALBOA St,San Francisco,CA,94121,1/7/16 0:00,59,Unclean nonfood contact surfaces,Low Risk
Burger Bar SF,251 Geary St 6th Floor,San Francisco,CA,94102,7/5/16 0:00,91,Unclean or degraded floors walls or ceilings,Low Risk
Sushi Raw #3,682 Haight St,San Francisco,CA,94117,8/24/16 0:00,86,Foods not protected from contamination,Moderate Risk
Cocola,3251 20th Ave 186,San Francisco,CA,94132,2/18/16 0:00,93,High risk food holding temperature,High Risk
Don Pisto Restaurants LLC,510 Union St,San Francisco,CA,94133,7/6/16 0:00,,,
Red Door Cafe,1608 Bush St,San Francisco,CA,94109,7/18/16 0:00,96,Moderate risk vermin infestation,Moderate Risk
Fondue Cowboy,1052 FOLSOM St,San Francisco,CA,94103,9/6/16 0:00,94,Moderate risk food holding temperature,Moderate Risk
Tin Vietnamese Cuisine,937 Howard St,San Francisco,CA,94103,4/6/16 0:00,75,Low risk vermin infestation,Low Risk
Nick's Foods,1659 MARKET St,San Francisco,CA,94103,10/12/16 0:00,,,
Stone Korean Kitchen,4 Embarcadero Center  Street Level,San Francisco,CA,94111,8/11/16 0:00,92,Unclean or degraded floors walls or ceilings,Low Risk
Dagwood & Scoops,2736 24 St,San Francisco,CA,94110,3/28/16 0:00,94,Food safety certificate or food handler card not available,Low Risk
A-1 Liquor & Grocery,4055 Irving St,San Francisco,CA,94122,4/29/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
Golden City Inn,5131 03rd St,San Francisco,CA,94124,11/29/16 0:00,78,Moderate risk vermin infestation,Moderate Risk
The Plant Cafe Organic,101 California St,San Francisco,CA,94111,6/3/16 0:00,80,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Happy Lounge,3745 Geary Blvd,San Francisco,CA,94118,2/24/16 0:00,100,,
Delarosa,2175 CHESTNUT St,San Francisco,CA,94123,6/28/16 0:00,90,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Foods Co #357,1800 FOLSOM St,San Francisco,CA,94103,3/22/16 0:00,,,
Barbacco Eno-Trattoria,220 California St,San Francisco,CA,94111,9/9/16 0:00,,,
Dartealing Lounge,470 03rd St  #101B,San Francisco,CA,94107,11/4/16 0:00,,,
Hog & Rocks,3431 19th St,San Francisco,CA,94110,4/13/16 0:00,86,Noncompliance with HAACP plan or variance,Moderate Risk
Brothers Pizza,3627 TARAVAL St,San Francisco,CA,94116,9/13/16 0:00,90,Unclean or degraded floors walls or ceilings,Low Risk
Credo Restaurant,360 Pine St,San Francisco,CA,94104,9/7/16 0:00,90,Moderate risk food holding temperature,Moderate Risk
Good Eats Cafe,200 Pine St #160,San Francisco,CA,94104,4/27/16 0:00,88,Improper thawing methods,Moderate Risk
Pad Thai Restaurant,3259 MISSION St,San Francisco,CA,94110,8/23/16 0:00,90,Moderate risk vermin infestation,Moderate Risk
Emma's Coffeehouse,5549 GEARY Blvd,San Francisco,CA,94121,9/30/16 0:00,,,
Rosamunde Sausage Grill,2832 MISSION St,San Francisco,CA,94110,2/22/16 0:00,96,Unapproved or unmaintained equipment or utensils,Low Risk
Coffee Mine,79 09th St,San Francisco,CA,94103,4/5/16 0:00,88,Moderate risk food holding temperature,Moderate Risk
Paulie's Pickling,331 Cortland Ave,San Francisco,CA,94110,4/14/16 0:00,98,Food safety certificate or food handler card not available,Low Risk
Bullitt,2209 Polk St,San Francisco,CA,94109,7/28/16 0:00,82,Foods not protected from contamination,Moderate Risk
Yoppi Yogurt,101 California St,San Francisco,CA,94111,4/13/16 0:00,90,Permit license or inspection report not posted,Low Risk
La Loma Produce Nos. 3 & 9 Inc,5652 MISSION St,San Francisco,CA,94112,11/10/16 0:00,,,
Allstars Donuts & Burgers,290 GOLDEN GATE Ave,San Francisco,CA,94102,6/9/16 0:00,92,Moderate risk vermin infestation,Moderate Risk
Expressions Snack Bar,Pier 41,San Francisco,CA,94133,6/20/16 0:00,91,High risk food holding temperature,High Risk
DELICA,1 Ferry Building  #45,San Francisco,CA,94111,10/18/16 0:00,,,
Cafe Encore,488 Post St,San Francisco,CA,94109,12/6/16 0:00,,,
Chile Lindo,2944 16th St,San Francisco,CA,94103,4/15/16 0:00,96,Inadequate procedures or records for time as a public health control,Moderate Risk
Parada 22,1805 HAIGHT St,San Francisco,CA,94117,7/20/16 0:00,82,Improper cooling methods,High Risk
Mission Minis,3168 22nd St,San Francisco,CA,94110,8/10/16 0:00,98,Improper food storage,Low Risk
Ashley's Cafe,4454 California St,San Francisco,CA,94118,6/9/16 0:00,,,
Cozy Cable Car Cafe,519 Powell St,San Francisco,CA,94108,5/23/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
California Grocery,123 Eddy St,San Francisco,CA,94102,4/11/16 0:00,75,Improper or defective plumbing,Low Risk
John Campbell's Irish Bakery,5625 GEARY Blvd,San Francisco,CA,94121,2/4/16 0:00,100,,
J & V Catering,2020 JERROLD Ave,San Francisco,CA,94124,1/14/16 0:00,81,Foods not protected from contamination,Moderate Risk
Pampanguena Cuisine,4441 Mission St,San Francisco,CA,94112,6/29/16 0:00,92,Foods not protected from contamination,Moderate Risk
tacos san buena,16th and shotwell St,San Francisco,CA,94102,4/29/16 0:00,90,No thermometers or uncalibrated thermometers,Low Risk
Vital Tea Leaf,509 Grant Ave,San Francisco,CA,94108,9/19/16 0:00,98,Improper food storage,Low Risk
Sam's Diner,1220 Market Street,San Francisco,CA,94102,2/3/16 0:00,72,Moderate risk vermin infestation,Moderate Risk
Jebena,990 Polk St #A,San Francisco,CA,94109,1/27/16 0:00,82,Inadequate and inaccessible handwashing facilities,Moderate Risk
Prospect,"318 Spear St 1A, 1B",San Francisco,CA,94105,9/16/16 0:00,86,Inadequate and inaccessible handwashing facilities,Moderate Risk
Mariscos Frescos Estilo Masatlan,975 Bayshore blvd.,San Francisco,CA,94124,1/19/16 0:00,,,
Super Duper,2304 MARKET St,San Francisco,CA,94114,3/30/16 0:00,90,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Cafe Pellegrini,659 Columbus Ave,San Francisco,CA,94133,9/9/16 0:00,96,Unclean or degraded floors walls or ceilings,Low Risk
Church Key,1402 Grant Ave,San Francisco,CA,94133,5/4/16 0:00,91,Unclean or unsanitary food contact surfaces,High Risk
Bistro 10 UN,"10 United Nations Plaza, 6th Floor  6th Floor",San Francisco,CA,94102,6/22/16 0:00,94,Noncompliance with HAACP plan or variance,Moderate Risk
Heirloom Cafe,2500 Folsom St,San Francisco,CA,94110,9/20/16 0:00,96,Unclean or degraded floors walls or ceilings,Low Risk
Isa Restaurant,3324 STEINER St,San Francisco,CA,94123,6/7/16 0:00,92,Inadequate procedures or records for time as a public health control,Moderate Risk
"Japanese Tea Garden ""Tea House""",75 Hagiwara Tea Garden Dr. Golden Gate Park,San Francisco,CA,94118,9/1/16 0:00,100,,
Pica Pica,401 VALENCIA St,San Francisco,CA,94103,4/13/16 0:00,,,
Estrella Taqueria,533 Haight St,San Francisco,CA,94117,8/4/16 0:00,86,Unclean nonfood contact surfaces,Low Risk
ANZU Restaurant,"222 Mason St, 2nd Floor",San Francisco,CA,94102,11/28/16 0:00,78,Foods not protected from contamination,Moderate Risk
Hotel Nikko-San Francisco - Harmony Room,"222 Mason St,  B1st Floor",San Francisco,CA,94102,10/31/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
Hotel Nikko SF - Banquet Prep/Service Room,"222 Mason St, 3rd Floor",San Francisco,CA,94102,10/31/16 0:00,96,Unclean or degraded floors walls or ceilings,Low Risk
Tasty Coffee,1818 San Jose Avenue,San Francisco,CA,94112,5/31/16 0:00,94,Unclean or degraded floors walls or ceilings,Low Risk
"Guzman's Produce Market, Inc.",5229 MISSION St,San Francisco,CA,94112,8/17/16 0:00,,,
The Hummus Guy,3251 20th Ave.,San Francisco,CA,94132,10/9/16 0:00,100,,
Chipotle Mexican Grill #1230,232 O'Farrell St,San Francisco,CA,94102,10/28/16 0:00,100,,
Auntie April's,4618 03rd St,San Francisco,CA,94124,3/10/16 0:00,,,
Wayfare Tavern,558 Sacramento St,San Francisco,CA,94111,12/22/16 0:00,78,Unapproved or unmaintained equipment or utensils,Low Risk
H20 Cafe,1330 Polk St,San Francisco,CA,94109,5/18/16 0:00,85,High risk food holding temperature,High Risk
Sam's Chowder Mobile,Golden Gate Park,San Francisco,CA,,5/11/16 0:00,86,Improper food storage,Low Risk
Metro Caffe,247 FILLMORE St,San Francisco,CA,94117,8/4/16 0:00,100,,
Monroe,473 Broadway St,San Francisco,CA,94133,10/28/16 0:00,93,Unclean or unsanitary food contact surfaces,High Risk
China Express Deli,2732 MISSION St,San Francisco,CA,94110,11/14/16 0:00,,,
Tortas Los Picudos,2969 24th St,San Francisco,CA,94110,1/19/16 0:00,89,Unapproved or unmaintained equipment or utensils,Low Risk
The Blue Fig,990 Valencia St,San Francisco,CA,94110,8/31/16 0:00,90,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Green Bamboo,1240 NORIEGA St,San Francisco,CA,94122,7/12/16 0:00,96,Improper storage of equipment utensils or linens,Low Risk
Great India Restaurant,6127 GEARY Blvd,San Francisco,CA,94121,1/20/16 0:00,82,Unclean or degraded floors walls or ceilings,Low Risk
19th Ave Shell,1200 19th Ave,San Francisco,CA,94122,5/13/16 0:00,70,Improper reheating of food,High Risk
Loving Hut Vegan Cuisine,845 Market St FE12,San Francisco,CA,94103,5/9/16 0:00,77,Permit license or inspection report not posted,Low Risk
Dinosaurs,2275 Market St Unit H,San Francisco,CA,94114,8/25/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
Lombard Shell,1800 LOMBARD St,San Francisco,CA,94123,9/12/16 0:00,94,Unclean or degraded floors walls or ceilings,Low Risk
Mission Shell,3550 MISSION St,San Francisco,CA,94110,3/30/16 0:00,92,Unclean or degraded floors walls or ceilings,Low Risk
BHL,2 Embarcadero Center  Street Level,San Francisco,CA,,9/14/16 0:00,100,,
Hot Spud,2640 Mason St,San Francisco,CA,94133,4/6/16 0:00,,,
Bernal Heights Neighborhood Center,4468 Mission St,San Francisco,CA,94110,7/13/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
Rancho Grande Taqueria,855 Divisadero St,San Francisco,CA,94117,12/8/16 0:00,77,Inadequate sewage or wastewater disposal,Moderate Risk
Fleur De Sel,308 Kearny St,San Francisco,CA,94108,8/23/16 0:00,75,Unclean hands or improper use of gloves,High Risk
Cafe Zitouna,1201 Sutter St,San Francisco,CA,94109,5/6/16 0:00,94,Moderate risk vermin infestation,Moderate Risk
Spice Kit,405 Howard St Suite 130,San Francisco,CA,94105,12/13/16 0:00,90,Improper food storage,Low Risk
Curbside Cafe,2417 CALIFORNIA St,San Francisco,CA,94115,10/17/16 0:00,83,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Nubi Yogurt,2300 16th St Suite #215,San Francisco,CA,94103,10/24/16 0:00,98,Low risk vermin infestation,Low Risk
Hooker's Sweet Treats,442 Hyde St,San Francisco,CA,94109,9/7/16 0:00,96,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Pepples Donuts,1 Ferry Building  #38C,San Francisco,CA,94111,1/7/16 0:00,100,,
Irving Pizza,928 Geary St,San Francisco,CA,94109,9/2/16 0:00,75,No thermometers or uncalibrated thermometers,Low Risk
Citizens Band,1198 Folsom St,San Francisco,CA,94103,8/30/16 0:00,72,Noncompliance with HAACP plan or variance,Moderate Risk
